epoch,accuracy,loss,val_accuracy,val_loss
41,0.6750614,0.8623907482594764,0.6137338876724243,1.0150569442856807
42,0.6898034,0.8415897945514182,0.6480686664581299,0.9759875638290536
43,0.6818182,0.844483159098051,0.6437768340110779,0.9804763026503535
44,0.6891892,0.8336315097914281,0.6437768340110779,0.9887253301849692
45,0.6904177,0.8527953150231363,0.638054370880127,0.9748387629211546
46,0.69103193,0.8373209680327619,0.6509299278259277,0.987821708762424
47,0.67997545,0.8403078202679937,0.646638035774231,0.9766788567084611
48,0.68611795,0.854780084670908,0.646638035774231,0.9815063734081853
49,0.6898034,0.8451831365686084,0.6480686664581299,0.9843203829593413
50,0.6891892,0.8372924799415344,0.6480686664581299,0.9902945350168089
51,0.6775184,0.8580290828934466,0.6494992971420288,0.9848943735567456
52,0.6836609,0.837441344665368,0.6437768340110779,0.9764389423853338
53,0.6775184,0.8523053547381183,0.6437768340110779,0.9835669095594655
54,0.6867322,0.8418947168298669,0.6452074646949768,0.9784687198964993
55,0.6830467,0.8408038704781919,0.638054370880127,0.9894560789516215
56,0.7039312,0.8263488376755679,0.646638035774231,0.9790237431703548
57,0.68734646,0.8361677537679086,0.6452074646949768,0.9789097458337339
58,0.6812039,0.8499838923646426,0.6351931095123291,0.9864689214887878
59,0.6867322,0.8337547754186962,0.6523604989051819,0.9813323166748996
60,0.6965602,0.8283318111293146,0.6523604989051819,0.9797539720378379
61,0.68611795,0.8204942187454543,0.6537911295890808,0.9851731282788114
62,0.7027027,0.8078685300356048,0.6523604989051819,0.9829285039069485
63,0.69963145,0.8106247851538131,0.6523604989051819,0.979877976559433
64,0.68734646,0.8205068421891046,0.6494992971420288,0.9811408885558788
65,0.68550366,0.8404643736248814,0.6452074646949768,0.9835895961616854
66,0.6977887,0.8275844402043767,0.6509299278259277,0.9819748512494547
67,0.6891892,0.8474744406027641,0.6437768340110779,0.9811439156873373
68,0.6916462,0.8293367871781239,0.6480686664581299,0.9814982237733997
69,0.6867322,0.847420483461469,0.6494992971420288,0.9812003139603632
70,0.7002457,0.8131506279001072,0.6509299278259277,0.9815990599951518
71,0.6977887,0.8059537848617873,0.642346203327179,0.981959627762714
72,0.6898034,0.8244818794639456,0.6480686664581299,0.9818360426054151
73,0.6867322,0.8424564080097752,0.6494992971420288,0.9817319861126901
74,0.69348896,0.8402289354244673,0.6494992971420288,0.9815622483711898
75,0.69287467,0.8177952622898673,0.646638035774231,0.9817157121686977
76,0.6959459,0.8206686194464381,0.6452074646949768,0.9814862080227493
77,0.6812039,0.8390748780541104,0.6437768340110779,0.9808997868297779
78,0.6965602,0.7955899796556196,0.6509299278259277,0.9811149251478083
79,0.68488944,0.8342321875347259,0.6509299278259277,0.9819711944746528
80,0.6977887,0.831845578895447,0.6494992971420288,0.9823953634679573
81,0.69840294,0.8250447905620134,0.6523604989051819,0.9820345983825869
82,0.68734646,0.8447075742468494,0.6509299278259277,0.9818846708715218
83,0.69287467,0.834056903308381,0.6494992971420288,0.9821755339488792
84,0.7100737,0.8002420435373555,0.6509299278259277,0.9820377008086111
85,0.6879607,0.8276372395217858,0.6480686664581299,0.9817200097573844
86,0.6904177,0.8296104318093902,0.6509299278259277,0.9818919932893417
87,0.6836609,0.8269310332926251,0.6494992971420288,0.9816722335221941
88,0.7027027,0.816961447056154,0.6452074646949768,0.9815955258404918
89,0.7020885,0.8221285228207891,0.6480686664581299,0.9814753326053101
90,0.6941032,0.8235693628137762,0.6480686664581299,0.9816890396444241
91,0.6941032,0.8284422922192979,0.646638035774231,0.981434443222095
92,0.6916462,0.8203832864468455,0.646638035774231,0.9814165799061798
93,0.7033169,0.8265878230845899,0.646638035774231,0.9814036595974869
94,0.7051597,0.8210552961586148,0.646638035774231,0.9814448027481166
95,0.6904177,0.8340998621479007,0.6494992971420288,0.9815422528462008
96,0.69471747,0.8303008989707844,0.6494992971420288,0.9814031614425015
97,0.68550366,0.8333809495850921,0.6494992971420288,0.9813765551740349
98,0.6867322,0.8309392716726448,0.6494992971420288,0.9813633317258396
99,0.6965602,0.8228375081348185,0.6494992971420288,0.9813898921183422
